36262;8810;WVPE;IN;Elkhart;Elkhart Community Schools;11500;41.613611;-86.188889
36327;8810;WVRR;WV;Point Pleasant;Positive Alternative Radio Inc.;3000;38.846944;-82.130556
36416;8810;WVVC;NY;Dolgeville;Northeast Gospel Broadcasting Inc.;150;43.10258;-74.94044
36494;8810;WVYC;PA;York;York College of PA;36;39.94703;-76.72939
36661;8810;WWEN;WI;Wentworth;Real Presence Radio;1800;46.5355;-92.06881
36665;8810;WWER;VA;Colonial Beach;Colonial Beach Community Radio;100;38.26264;-76.99803
36683;8810;WWFJ;NC;East Fayetteville;Grace Missionary Baptist Church, Inc.;2000;34.960556;-78.769722
36721;8810;WWGV;OH;Grove City;AMERICAN FAMILY ASSOCIATION;5400;39.721111;-83.143333
37044;8810;WWTG;IL;Carpentersville;Cary Grove Adventist Fellowship;2000;42.10586;-88.37731
37246;8810;WXBA;NY;Brentwood;Brentwood Union Free School District;180;40.77203;-73.25483
37526;8810;WXLU;NY;Peru;St. Lawrence University;1000;44.57364;-73.67431
37716;8810;WXTC;PA;Greenville;Thiel College;1600;41.41419;-80.38033
37952;8810;WYCE;MI;Wyoming;Grand Rapids Cable Access Center Inc.;10000;42.911944;-85.683333
38050;8810;WYFY;OH;Cambridge;Bible Broadcasting Network, Inc.;1500;40.026944;-81.552500
38058;8810;WYGG;NJ;Asbury Park;Minority Business &Housing Development, Inc.;780;40.217222;-74.010556
38291;8810;WYPF;MD;Frederick;Your Public Radio Corporation;1000;39.49206;-77.49972
38303;8810;WYPR;MD;Baltimore;WYPR License Holding, LLC;15500;39.331389;-76.657778
38379;8810;WYSP;PA;Colley;Telikoja Educational Broadcasting Inc.;9;41.541667;-76.257778
38407;8810;WYTR;NC;Robbins;Truth Media Incorporated;4700;35.55986;-79.68392
38609;8810;WZBL;NJ;Barnegat Light;Hope Christian Church of Marlton, Inc.;100;39.75094;-74.11928
38739;8810;WZGL;IL;Charleston;UNIVERSITY OF NORTHWESTERN - ST. PAUL;2100;39.47725;-88.14031
38795;8810;WZIP;OH;Akron;The University of Akron;7500;41.082778;-81.633889
39104;8810;WZUM;WV;Bethany;PITTSBURGH PUBLIC MEDIA;1100;40.216111;-80.558611
39182;8810;WZXM;PA;Harrisburg;Four Rivers Community Broadcasting Corporation;5000;40.26231;-76.88608
39225;8810;WZZD;PA;Warwick;Four Rivers Community Broadcasting Corporation;1;40.12928;-75.87828
41358;8810;KAFM;CO;Grand Junction;GRAND VALLEY PUBLIC RADIO CO INC;300;39.06664;-108.74539
41571;8810;KGFJ;MT;Belt;CSN International, Inc.;730;47.15942;-111.01161
